,name,wm_ID,rating,num_of_rating,price,brand,connection,type,battery,microphone,noise,water,weight,driver,impedance,frequency response,sensitivity,UPC,model number,manufacturerID,RecommendedUse,HeadphoneStyle,Wireless,CompatibleDevices,HeadphoneType,WirelessTechnology
509,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
510,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
511,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
512,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
513,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
514,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
515,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
516,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
517,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
518,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
519,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
520,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
521,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
522,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
523,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
524,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
525,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
526,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
527,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
528,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
529,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
530,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
531,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
532,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
533,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
534,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
535,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
536,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
537,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
538,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
539,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
540,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
541,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
542,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
543,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
544,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
545,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
546,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
547,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
548,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
549,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
550,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
551,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
552,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
553,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
554,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
555,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
556,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
557,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
558,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
559,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
560,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
561,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
562,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
563,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
564,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
565,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
566,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
567,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
568,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
569,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
570,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
571,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
572,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
573,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
574,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
575,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
576,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
577,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
578,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
579,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
580,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
581,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
582,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
583,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
584,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
585,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
586,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
587,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
588,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
589,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
590,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
591,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
592,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
593,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
594,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
595,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
596,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
597,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
598,Beats Studio3 Wireless Over-Ear Noise Cancelling Headphones - Matte Black,Walmart #  571298612,4.1,127 ratings,$229.99 ,,wireless,on ear,,mic,noise canceling,0,,,,,,,,,Portableelectronics,On-Ear&Over-Ear|DJ,Y,iPhone|MacBook|iPad|AppleWatch|AppleTV|iPodTouch,WirelessHeadphones,Bluetooth
599,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
600,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
601,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
602,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
603,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
604,"Bose QuietComfort Noise Cancelling Earbuds – True Wireless Headphones, Black",Walmart #  585374518,3.7,10 ratings,$279.00 ,,wireless,,,mic,noise cancelling,0,,,,,,,,,Portableelectronics,In-Ear,Y,Bluetooth,Noise-CancelingHeadphones|Earbuds|WirelessHeadphones|In-earHeadphones,Bluetooth
605,Bose Noise Cancelling Wireless Headphones 700 with Google Assistant,Walmart #  575563048,4.7,235 ratings,$379.00 ,,wireless,,,mic,noise cancelling,0,lightweight,,,,,,,,,Over-Ear,Y,Bluetooth,On-Ear&Over-Ear,Bluetooth
606,Walkers Razor Flat Dark Earth American Flag,,4.4,7 ratings,$47.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,N,,On-Ear&Over-Ear,
607,Apple AirPods Pro,Walmart #  577856461,4.6,2245 ratings,$219.00 ,,wireless,in ear,,0,noise cancellation,water resist,,,,,,,,,1,In-Ear,TrueWireless,1,In-EarHeadphones,Bluetooth
608,"ONIKUMA K10 Gaming Headset,Stereo Bass Surround RGB Noise Cancelling Over Ear Headphones with Mic,for PS4 Xbox One PC Nintendo Switch Tablet Smartphone",,4.8,12 ratings,$35.99 ,,0,,,mic,noise reduction,0,,,,,,,,,,,,,,
609,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",Walmart #  586219737,4.6,86 ratings,$28.99 ,,wireless,,,mic,0,waterproof,lightweight,,,,,,,,,,Y,,,Bluetooth
